Date Time, Water Level, Sigma, I, L 
2017-01-01 00:00,0.544,0.024,0,0
2017-01-01 01:00,0.689,0.023,0,0
2017-01-01 02:00,0.739,0.023,0,0
2017-01-01 03:00,0.698,0.000,1,0
2017-01-01 04:00,0.594,0.016,0,0
2017-01-01 05:00,0.399,0.015,0,0
2017-01-01 06:00,0.222,0.022,0,0
2017-01-01 07:00,0.099,0.014,0,0
2017-01-01 08:00,0.058,0.013,0,0
2017-01-01 09:00,0.131,0.018,0,0
2017-01-01 10:00,0.257,0.017,0,0
2017-01-01 11:00,0.466,0.000,0,0
2017-01-01 12:00,0.662,0.015,0,0
2017-01-01 13:00,0.838,0.014,0,0
2017-01-01 14:00,0.936,0.014,0,0
2017-01-01 15:00,0.912,0.016,0,0
2017-01-01 16:00,0.783,0.014,0,0
2017-01-01 17:00,0.597,0.015,0,0
2017-01-01 18:00,0.383,0.016,0,0
2017-01-01 19:00,0.189,0.012,0,0
2017-01-01 20:00,0.059,0.013,0,0
2017-01-01 21:00,0.031,0.012,0,0
2017-01-01 22:00,0.091,0.014,0,0
2017-01-01 23:00,0.237,0.012,0,0
2017-01-02 00:00,0.432,0.013,0,0
2017-01-02 01:00,0.606,0.010,0,0
2017-01-02 02:00,0.721,0.012,0,0
2017-01-02 03:00,0.759,0.009,0,0
2017-01-02 04:00,0.689,0.012,0,0
2017-01-02 05:00,0.550,0.010,0,0
2017-01-02 06:00,0.360,0.016,0,0
2017-01-02 07:00,0.180,0.011,0,0
2017-01-02 08:00,0.087,0.014,0,0
2017-01-02 09:00,0.078,0.010,0,0
2017-01-02 10:00,0.138,0.009,0,0
2017-01-02 11:00,0.279,0.011,0,0
2017-01-02 12:00,0.477,0.000,0,0
2017-01-02 13:00,0.650,0.010,0,0
2017-01-02 14:00,0.785,0.011,0,0
2017-01-02 15:00,0.835,0.013,0,0
2017-01-02 16:00,0.780,0.014,0,0
2017-01-02 17:00,0.642,0.011,0,0
2017-01-02 18:00,0.447,0.013,0,0
2017-01-02 19:00,0.232,0.015,0,0
2017-01-02 20:00,0.080,0.015,0,0
2017-01-02 21:00,0.004,0.010,0,0
2017-01-02 22:00,0.008,0.007,0,0
2017-01-02 23:00,0.102,0.015,0,0
2017-01-03 00:00,0.249,0.017,0,0
2017-01-03 01:00,0.453,0.010,0,0
2017-01-03 02:00,0.591,0.015,0,0
2017-01-03 03:00,0.684,0.012,0,0
2017-01-03 04:00,0.707,0.000,0,0
2017-01-03 05:00,0.639,0.010,0,0
2017-01-03 06:00,0.517,0.009,0,0
2017-01-03 07:00,0.341,0.000,0,0
2017-01-03 08:00,0.198,0.009,0,0
2017-01-03 09:00,0.110,0.007,0,0
2017-01-03 10:00,0.121,0.007,0,0
2017-01-03 11:00,0.208,0.011,0,0
2017-01-03 12:00,0.369,0.011,0,0
2017-01-03 13:00,0.552,0.010,0,0
2017-01-03 14:00,0.719,0.000,0,0
2017-01-03 15:00,0.821,0.014,0,0
2017-01-03 16:00,0.854,0.014,0,0
2017-01-03 17:00,0.779,0.016,0,0
2017-01-03 18:00,0.634,0.000,0,0
2017-01-03 19:00,0.453,0.016,0,0
2017-01-03 20:00,0.272,0.013,0,0
2017-01-03 21:00,0.140,0.012,0,0
2017-01-03 22:00,0.092,0.010,0,0
2017-01-03 23:00,0.139,0.012,0,0
2017-01-04 00:00,0.252,0.000,0,0
2017-01-04 01:00,0.436,0.014,0,0
2017-01-04 02:00,0.612,0.011,0,0
2017-01-04 03:00,0.765,0.011,0,0
2017-01-04 04:00,0.835,0.015,0,0
2017-01-04 05:00,0.813,0.015,0,0
2017-01-04 06:00,0.726,0.015,0,0
2017-01-04 07:00,0.568,0.016,0,0
2017-01-04 08:00,0.403,0.023,0,0
2017-01-04 09:00,0.273,0.023,0,0
2017-01-04 10:00,0.210,0.018,0,0
2017-01-04 11:00,0.224,0.019,0,0
2017-01-04 12:00,0.312,0.019,0,0
2017-01-04 13:00,0.458,0.026,0,0
2017-01-04 14:00,0.629,0.019,0,0
2017-01-04 15:00,0.764,0.020,0,0
2017-01-04 16:00,0.860,0.019,0,0
2017-01-04 17:00,0.868,0.017,0,0
2017-01-04 18:00,0.787,0.019,0,0
2017-01-04 19:00,0.647,0.019,0,0
2017-01-04 20:00,0.464,0.021,0,0
2017-01-04 21:00,0.299,0.024,0,0
2017-01-04 22:00,0.185,0.023,0,0
2017-01-04 23:00,0.160,0.000,0,0
2017-01-05 00:00,0.220,0.017,0,0
2017-01-05 01:00,0.346,0.017,0,0
2017-01-05 02:00,0.512,0.019,0,0
2017-01-05 03:00,0.682,0.019,0,0
2017-01-05 04:00,0.825,0.000,1,0
2017-01-05 05:00,0.868,0.019,0,0
2017-01-05 06:00,0.842,0.018,0,0
2017-01-05 07:00,0.743,0.018,0,0
2017-01-05 08:00,0.604,0.018,0,0
2017-01-05 09:00,0.429,0.022,0,0
2017-01-05 10:00,0.303,0.021,0,0
2017-01-05 11:00,0.235,0.017,0,0
2017-01-05 12:00,0.247,0.036,0,0
2017-01-05 13:00,0.360,0.027,0,0
2017-01-05 14:00,0.501,0.021,0,0
2017-01-05 15:00,0.658,0.020,0,0
2017-01-05 16:00,0.814,0.020,0,0
2017-01-05 17:00,0.889,0.016,0,0
2017-01-05 18:00,0.887,0.016,0,0
2017-01-05 19:00,0.821,0.014,0,0
2017-01-05 20:00,0.676,0.014,0,0
2017-01-05 21:00,0.493,0.011,0,0
2017-01-05 22:00,0.340,0.009,0,0
2017-01-05 23:00,0.211,0.007,0,0
2017-01-06 00:00,0.166,0.012,0,0
2017-01-06 01:00,0.192,0.010,0,0
2017-01-06 02:00,0.333,0.010,0,0
2017-01-06 03:00,0.519,0.011,0,0
2017-01-06 04:00,0.688,0.013,0,0
2017-01-06 05:00,0.823,0.017,0,0
2017-01-06 06:00,0.913,0.013,0,0
2017-01-06 07:00,0.897,0.011,0,0
2017-01-06 08:00,0.816,0.014,0,0
2017-01-06 09:00,0.658,0.014,0,0
2017-01-06 10:00,0.509,0.012,0,0
2017-01-06 11:00,0.377,0.013,0,0
2017-01-06 12:00,0.310,0.012,0,0
2017-01-06 13:00,0.314,0.012,0,0
2017-01-06 14:00,0.395,0.012,0,0
2017-01-06 15:00,0.534,0.000,0,0
2017-01-06 16:00,0.688,0.016,0,0
2017-01-06 17:00,0.805,0.016,0,0
2017-01-06 18:00,0.887,0.023,0,0
2017-01-06 19:00,0.881,0.021,0,0
2017-01-06 20:00,0.795,0.019,0,0
2017-01-06 21:00,0.654,0.020,0,0
2017-01-06 22:00,0.463,0.021,0,0
2017-01-06 23:00,0.289,0.016,0,0
2017-01-07 00:00,0.181,0.015,0,0
2017-01-07 01:00,0.150,0.015,0,0
2017-01-07 02:00,0.202,0.015,0,0
2017-01-07 03:00,0.351,0.011,0,0
2017-01-07 04:00,0.541,0.014,0,0
2017-01-07 05:00,0.720,0.014,0,0
2017-01-07 06:00,0.880,0.018,0,0
2017-01-07 07:00,0.957,0.015,0,0
2017-01-07 08:00,0.951,0.012,0,0
2017-01-07 09:00,0.839,0.014,0,0
2017-01-07 10:00,0.683,0.019,0,0
2017-01-07 11:00,0.500,0.012,0,0
2017-01-07 12:00,0.357,0.012,0,0
2017-01-07 13:00,0.239,0.012,0,0
2017-01-07 14:00,0.239,0.011,0,0
2017-01-07 15:00,0.304,0.012,0,0
2017-01-07 16:00,0.430,0.020,0,0
2017-01-07 17:00,0.562,0.018,0,0
2017-01-07 18:00,0.703,0.018,0,0
2017-01-07 19:00,0.773,0.017,0,0
2017-01-07 20:00,0.781,0.019,0,0
2017-01-07 21:00,0.700,0.017,0,0
2017-01-07 22:00,0.554,0.021,0,0
2017-01-07 23:00,0.375,0.018,0,0
2017-01-08 00:00,0.227,0.015,0,0
2017-01-08 01:00,0.125,0.017,0,0
2017-01-08 02:00,0.122,0.018,0,0
2017-01-08 03:00,0.168,0.025,0,0
2017-01-08 04:00,0.343,0.028,0,0
2017-01-08 05:00,0.536,0.029,0,0
2017-01-08 06:00,0.769,0.024,0,0
2017-01-08 07:00,0.921,0.027,0,0
2017-01-08 08:00,1.016,0.030,0,0
2017-01-08 09:00,0.998,0.023,0,0
2017-01-08 10:00,0.885,0.031,0,0
2017-01-08 11:00,0.726,0.025,0,0
2017-01-08 12:00,0.513,0.031,0,0
2017-01-08 13:00,0.345,0.026,0,0
2017-01-08 14:00,0.268,0.018,0,0
2017-01-08 15:00,0.239,0.018,0,0
2017-01-08 16:00,0.318,0.023,0,0
2017-01-08 17:00,0.469,0.023,0,0
2017-01-08 18:00,0.622,0.051,0,0
2017-01-08 19:00,0.796,0.066,0,0
2017-01-08 20:00,0.879,0.090,0,0
2017-01-08 21:00,0.854,0.062,0,0
2017-01-08 22:00,0.773,0.056,0,0
2017-01-08 23:00,0.627,0.031,0,0
2017-01-09 00:00,0.434,0.038,0,0
2017-01-09 01:00,0.246,0.043,0,0
2017-01-09 02:00,0.150,0.057,0,0
2017-01-09 03:00,0.107,0.069,0,0
2017-01-09 04:00,0.181,0.094,0,0
2017-01-09 05:00,0.386,0.117,0,0
2017-01-09 06:00,0.575,0.103,0,0
2017-01-09 07:00,0.793,0.113,0,0
2017-01-09 08:00,0.954,0.108,0,0
2017-01-09 09:00,1.029,0.146,0,0
2017-01-09 10:00,0.975,0.089,0,0
2017-01-09 11:00,0.845,0.110,0,0
2017-01-09 12:00,0.664,0.095,0,0
2017-01-09 13:00,0.410,0.073,0,0
2017-01-09 14:00,0.211,0.071,0,0
2017-01-09 15:00,0.042,0.085,0,0
2017-01-09 16:00,0.017,0.055,0,0
2017-01-09 17:00,0.087,0.039,0,0
2017-01-09 18:00,0.240,0.073,0,0
2017-01-09 19:00,0.423,0.049,0,0
2017-01-09 20:00,0.602,0.060,0,0
2017-01-09 21:00,0.701,0.044,0,0
2017-01-09 22:00,0.725,0.050,0,0
2017-01-09 23:00,0.614,0.055,0,0
2017-01-10 00:00,0.448,0.045,0,0
2017-01-10 01:00,0.253,0.037,0,0
2017-01-10 02:00,0.058,0.050,0,0
2017-01-10 03:00,-0.057,0.045,0,0
2017-01-10 04:00,-0.107,0.051,0,0
2017-01-10 05:00,-0.001,0.056,0,0
2017-01-10 06:00,0.162,0.065,0,0
2017-01-10 07:00,0.428,0.051,0,0
2017-01-10 08:00,0.690,0.058,0,0
2017-01-10 09:00,0.873,0.045,0,0
2017-01-10 10:00,0.956,0.066,0,0
2017-01-10 11:00,0.948,0.054,0,0
2017-01-10 12:00,0.810,0.043,0,0
2017-01-10 13:00,0.607,0.050,0,0
2017-01-10 14:00,0.333,0.038,0,0
2017-01-10 15:00,0.109,0.031,0,0
2017-01-10 16:00,-0.033,0.042,0,0
2017-01-10 17:00,-0.077,0.038,0,0
2017-01-10 18:00,0.040,0.058,0,0
2017-01-10 19:00,0.207,0.056,0,0
2017-01-10 20:00,0.431,0.061,0,0
2017-01-10 21:00,0.628,0.066,0,0
2017-01-10 22:00,0.757,0.086,0,0
2017-01-10 23:00,0.772,0.062,0,0
2017-01-11 00:00,0.651,0.040,0,0
2017-01-11 01:00,0.469,0.043,0,0
2017-01-11 02:00,0.235,0.027,0,0
2017-01-11 03:00,0.036,0.031,0,0
2017-01-11 04:00,-0.099,0.027,0,0
2017-01-11 05:00,-0.153,0.025,0,0
2017-01-11 06:00,-0.042,0.028,0,0
2017-01-11 07:00,0.169,0.028,0,0
2017-01-11 08:00,0.444,0.040,0,0
2017-01-11 09:00,0.739,0.040,0,0
2017-01-11 10:00,0.936,0.044,0,0
2017-01-11 11:00,1.032,0.038,0,0
2017-01-11 12:00,0.990,0.045,0,0
2017-01-11 13:00,0.813,0.042,0,0
2017-01-11 14:00,0.582,0.054,0,0
2017-01-11 15:00,0.313,0.035,0,0
2017-01-11 16:00,0.074,0.032,0,0
2017-01-11 17:00,-0.084,0.026,0,0
2017-01-11 18:00,-0.119,0.034,0,0
2017-01-11 19:00,-0.027,0.032,0,0
2017-01-11 20:00,0.162,0.036,0,0
2017-01-11 21:00,0.381,0.027,0,0
2017-01-11 22:00,0.573,0.031,0,0
2017-01-11 23:00,0.716,0.062,0,0
2017-01-12 00:00,0.692,0.051,0,0
2017-01-12 01:00,0.580,0.000,1,0
2017-01-12 02:00,0.376,0.000,1,0
2017-01-12 03:00,0.146,0.028,0,0
2017-01-12 04:00,-0.048,0.028,0,0
2017-01-12 05:00,-0.187,0.028,0,0
2017-01-12 06:00,-0.189,0.030,0,0
2017-01-12 07:00,-0.061,0.025,0,0
2017-01-12 08:00,0.177,0.000,0,0
2017-01-12 09:00,0.478,0.025,0,0
2017-01-12 10:00,0.736,0.028,0,0
2017-01-12 11:00,0.945,0.029,0,0
2017-01-12 12:00,1.007,0.041,0,0
2017-01-12 13:00,0.943,0.029,0,0
2017-01-12 14:00,0.762,0.034,0,0
2017-01-12 15:00,0.505,0.029,0,0
2017-01-12 16:00,0.216,0.028,0,0
2017-01-12 17:00,-0.004,0.021,0,0
2017-01-12 18:00,-0.142,0.022,0,0
2017-01-12 19:00,-0.120,0.022,0,0
2017-01-12 20:00,-0.002,0.025,0,0
2017-01-12 21:00,0.206,0.027,0,0
2017-01-12 22:00,0.462,0.026,0,0
2017-01-12 23:00,0.663,0.027,0,0
2017-01-13 00:00,0.764,0.028,0,0
2017-01-13 01:00,0.774,0.024,0,0
2017-01-13 02:00,0.652,0.023,0,0
2017-01-13 03:00,0.452,0.023,0,0
2017-01-13 04:00,0.204,0.022,0,0
2017-01-13 05:00,-0.001,0.016,0,0
2017-01-13 06:00,-0.109,0.020,0,0
2017-01-13 07:00,-0.105,0.022,0,0
2017-01-13 08:00,0.028,0.021,0,0
2017-01-13 09:00,0.268,0.021,0,0
2017-01-13 10:00,0.554,0.023,0,0
2017-01-13 11:00,0.815,0.021,0,0
2017-01-13 12:00,0.980,0.025,0,0
2017-01-13 13:00,1.028,0.019,0,0
2017-01-13 14:00,0.947,0.020,0,0
2017-01-13 15:00,0.743,0.022,0,0
2017-01-13 16:00,0.479,0.017,0,0
2017-01-13 17:00,0.196,0.024,0,0
2017-01-13 18:00,-0.004,0.015,0,0
2017-01-13 19:00,-0.099,0.016,0,0
2017-01-13 20:00,-0.060,0.015,0,0
2017-01-13 21:00,0.085,0.019,0,0
2017-01-13 22:00,0.307,0.024,0,0
2017-01-13 23:00,0.550,0.017,0,0
2017-01-14 00:00,0.727,0.018,0,0
2017-01-14 01:00,0.811,0.019,0,0
2017-01-14 02:00,0.774,0.017,0,0
2017-01-14 03:00,0.622,0.016,0,0
2017-01-14 04:00,0.395,0.023,0,0
2017-01-14 05:00,0.153,0.024,0,0
2017-01-14 06:00,-0.036,0.016,0,0
2017-01-14 07:00,-0.129,0.015,0,0
2017-01-14 08:00,-0.110,0.014,0,0
2017-01-14 09:00,0.036,0.019,0,0
2017-01-14 10:00,0.277,0.023,0,0
2017-01-14 11:00,0.571,0.016,0,0
2017-01-14 12:00,0.814,0.019,0,0
2017-01-14 13:00,0.975,0.019,0,0
2017-01-14 14:00,1.012,0.020,0,0
2017-01-14 15:00,0.901,0.022,0,0
2017-01-14 16:00,0.695,0.030,0,0
2017-01-14 17:00,0.418,0.044,0,0
2017-01-14 18:00,0.154,0.023,0,0
2017-01-14 19:00,-0.010,0.030,0,0
2017-01-14 20:00,-0.083,0.026,0,0
2017-01-14 21:00,-0.028,0.027,0,0
2017-01-14 22:00,0.112,0.029,0,0
2017-01-14 23:00,0.343,0.024,0,0
2017-01-15 00:00,0.563,0.022,0,0
2017-01-15 01:00,0.729,0.024,0,0
2017-01-15 02:00,0.797,0.025,0,0
2017-01-15 03:00,0.743,0.021,0,0
2017-01-15 04:00,0.599,0.015,0,0
2017-01-15 05:00,0.373,0.021,0,0
2017-01-15 06:00,0.166,0.018,0,0
2017-01-15 07:00,0.022,0.015,0,0
2017-01-15 08:00,-0.036,0.013,0,0
2017-01-15 09:00,0.020,0.011,0,0
2017-01-15 10:00,0.183,0.011,0,0
2017-01-15 11:00,0.436,0.019,0,0
2017-01-15 12:00,0.692,0.013,0,0
2017-01-15 13:00,0.896,0.015,0,0
2017-01-15 14:00,1.011,0.014,0,0
2017-01-15 15:00,0.999,0.016,0,0
2017-01-15 16:00,0.870,0.018,0,0
2017-01-15 17:00,0.666,0.020,0,0
2017-01-15 18:00,0.411,0.023,0,0
2017-01-15 19:00,0.198,0.021,0,0
2017-01-15 20:00,0.055,0.026,0,0
2017-01-15 21:00,0.024,0.029,0,0
2017-01-15 22:00,0.089,0.031,0,0
2017-01-15 23:00,0.269,0.041,0,0
2017-01-16 00:00,0.469,0.036,0,0
2017-01-16 01:00,0.670,0.031,0,0
2017-01-16 02:00,0.789,0.031,0,0
2017-01-16 03:00,0.833,0.036,0,0
2017-01-16 04:00,0.771,0.027,0,0
2017-01-16 05:00,0.618,0.031,0,0
2017-01-16 06:00,0.414,0.028,0,0
2017-01-16 07:00,0.203,0.026,0,0
2017-01-16 08:00,0.078,0.026,0,0
2017-01-16 09:00,0.008,0.030,0,0
2017-01-16 10:00,0.070,0.025,0,0
2017-01-16 11:00,0.225,0.023,0,0
2017-01-16 12:00,0.422,0.022,0,0
2017-01-16 13:00,0.628,0.018,0,0
2017-01-16 14:00,0.803,0.019,0,0
2017-01-16 15:00,0.852,0.024,0,0
2017-01-16 16:00,0.818,0.023,0,0
2017-01-16 17:00,0.680,0.024,0,0
2017-01-16 18:00,0.474,0.023,0,0
2017-01-16 19:00,0.262,0.026,0,0
2017-01-16 20:00,0.086,0.017,0,0
2017-01-16 21:00,-0.026,0.017,0,0
2017-01-16 22:00,-0.018,0.017,0,0
2017-01-16 23:00,0.050,0.023,0,0
2017-01-17 00:00,0.222,0.019,0,0
2017-01-17 01:00,0.421,0.019,0,0
2017-01-17 02:00,0.589,0.017,0,0
2017-01-17 03:00,0.700,0.019,0,0
2017-01-17 04:00,0.720,0.016,0,0
2017-01-17 05:00,0.647,0.016,0,0
2017-01-17 06:00,0.516,0.013,0,0
2017-01-17 07:00,0.333,0.016,0,0
2017-01-17 08:00,0.161,0.013,0,0
2017-01-17 09:00,0.055,0.015,0,0
2017-01-17 10:00,0.023,0.011,0,0
2017-01-17 11:00,0.103,0.013,0,0
2017-01-17 12:00,0.246,0.012,0,0
2017-01-17 13:00,0.452,0.015,0,0
2017-01-17 14:00,0.625,0.010,0,0
2017-01-17 15:00,0.744,0.013,0,0
2017-01-17 16:00,0.789,0.011,0,0
2017-01-17 17:00,0.746,0.012,0,0
2017-01-17 18:00,0.619,0.013,0,0
2017-01-17 19:00,0.450,0.014,0,0
2017-01-17 20:00,0.257,0.010,0,0
2017-01-17 21:00,0.108,0.013,0,0
2017-01-17 22:00,0.039,0.017,0,0
2017-01-17 23:00,0.051,0.015,0,0
2017-01-18 00:00,0.149,0.018,0,0
2017-01-18 01:00,0.306,0.016,0,0
2017-01-18 02:00,0.483,0.019,0,0
2017-01-18 03:00,0.625,0.019,0,0
2017-01-18 04:00,0.724,0.018,0,0
2017-01-18 05:00,0.724,0.017,0,0
2017-01-18 06:00,0.645,0.028,0,0
2017-01-18 07:00,0.513,0.032,0,0
2017-01-18 08:00,0.354,0.033,0,0
2017-01-18 09:00,0.208,0.032,0,0
2017-01-18 10:00,0.112,0.029,0,0
2017-01-18 11:00,0.095,0.028,0,0
2017-01-18 12:00,0.164,0.035,0,0
2017-01-18 13:00,0.293,0.032,0,0
2017-01-18 14:00,0.453,0.037,0,0
2017-01-18 15:00,0.606,0.027,0,0
2017-01-18 16:00,0.700,0.041,0,0
2017-01-18 17:00,0.758,0.037,0,0
2017-01-18 18:00,0.705,0.000,0,0
2017-01-18 19:00,0.585,0.043,0,0
2017-01-18 20:00,0.445,0.037,0,0
2017-01-18 21:00,0.299,0.050,0,0
2017-01-18 22:00,0.191,0.040,0,0
2017-01-18 23:00,0.130,0.048,0,0
2017-01-19 00:00,0.176,0.041,0,0
2017-01-19 01:00,0.283,0.041,0,0
2017-01-19 02:00,0.438,0.052,0,0
2017-01-19 03:00,0.604,0.045,0,0
2017-01-19 04:00,0.751,0.036,0,0
2017-01-19 05:00,0.849,0.045,0,0
2017-01-19 06:00,0.848,0.058,0,0
2017-01-19 07:00,0.797,0.071,0,0
2017-01-19 08:00,0.701,0.038,0,0
2017-01-19 09:00,0.557,0.048,0,0
2017-01-19 10:00,0.504,0.103,0,0
2017-01-19 11:00,0.349,0.081,0,0
2017-01-19 12:00,0.354,0.081,0,0
2017-01-19 13:00,0.409,0.082,0,0
2017-01-19 14:00,0.518,0.065,0,0
2017-01-19 15:00,0.615,0.054,0,0
2017-01-19 16:00,0.748,0.068,0,0
2017-01-19 17:00,0.850,0.111,0,0
2017-01-19 18:00,0.861,0.080,0,0
2017-01-19 19:00,0.761,0.067,0,0
2017-01-19 20:00,0.673,0.050,0,0
2017-01-19 21:00,0.542,0.096,0,0
2017-01-19 22:00,0.398,0.087,0,0
2017-01-19 23:00,0.301,0.088,0,0
2017-01-20 00:00,0.253,0.084,0,0
2017-01-20 01:00,0.265,0.110,0,0
2017-01-20 02:00,0.384,0.093,0,0
2017-01-20 03:00,0.554,0.103,0,0
2017-01-20 04:00,0.665,0.091,0,0
2017-01-20 05:00,0.766,0.069,0,0
2017-01-20 06:00,0.827,0.080,0,0
2017-01-20 07:00,0.821,0.064,0,0
2017-01-20 08:00,0.769,0.093,0,0
2017-01-20 09:00,0.641,0.054,0,0
2017-01-20 10:00,0.490,0.000,0,0
2017-01-20 11:00,0.356,0.066,0,0
2017-01-20 12:00,0.281,0.082,0,0
2017-01-20 13:00,0.254,0.036,0,0
2017-01-20 14:00,0.296,0.041,0,0
2017-01-20 15:00,0.380,0.041,0,0
2017-01-20 16:00,0.501,0.058,0,0
2017-01-20 17:00,0.600,0.040,0,0
2017-01-20 18:00,0.647,0.042,0,0
2017-01-20 19:00,0.671,0.036,0,0
2017-01-20 20:00,0.598,0.051,0,0
2017-01-20 21:00,0.499,0.038,0,0
2017-01-20 22:00,0.360,0.036,0,0
2017-01-20 23:00,0.239,0.031,0,0
2017-01-21 00:00,0.170,0.022,0,0
2017-01-21 01:00,0.149,0.024,0,0
2017-01-21 02:00,0.188,0.024,0,0
2017-01-21 03:00,0.291,0.000,0,0
2017-01-21 04:00,0.446,0.021,0,0
2017-01-21 05:00,0.584,0.025,0,0
2017-01-21 06:00,0.701,0.026,0,0
2017-01-21 07:00,0.757,0.023,0,0
2017-01-21 08:00,0.757,0.024,0,0
2017-01-21 09:00,0.704,0.020,0,0
2017-01-21 10:00,0.579,0.020,0,0
2017-01-21 11:00,0.446,0.016,0,0
2017-01-21 12:00,0.304,0.027,0,0
2017-01-21 13:00,0.225,0.025,0,0
2017-01-21 14:00,0.220,0.024,0,0
2017-01-21 15:00,0.288,0.019,0,0
2017-01-21 16:00,0.381,0.020,0,0
2017-01-21 17:00,0.480,0.025,0,0
2017-01-21 18:00,0.576,0.024,0,0
2017-01-21 19:00,0.642,0.023,0,0
2017-01-21 20:00,0.654,0.013,0,0
2017-01-21 21:00,0.607,0.016,0,0
2017-01-21 22:00,0.507,0.016,0,0
2017-01-21 23:00,0.373,0.027,0,0
2017-01-22 00:00,0.277,0.020,0,0
2017-01-22 01:00,0.210,0.015,0,0
2017-01-22 02:00,0.216,0.012,0,0
2017-01-22 03:00,0.262,0.013,0,0
2017-01-22 04:00,0.357,0.011,0,0
2017-01-22 05:00,0.512,0.012,0,0
2017-01-22 06:00,0.653,0.018,0,0
2017-01-22 07:00,0.765,0.018,0,0
2017-01-22 08:00,0.809,0.025,0,0
2017-01-22 09:00,0.780,0.033,0,0
2017-01-22 10:00,0.723,0.031,0,0
2017-01-22 11:00,0.591,0.030,0,0
2017-01-22 12:00,0.459,0.034,0,0
2017-01-22 13:00,0.328,0.030,0,0
2017-01-22 14:00,0.274,0.024,0,0
2017-01-22 15:00,0.256,0.023,0,0
2017-01-22 16:00,0.296,0.022,0,0
2017-01-22 17:00,0.398,0.022,0,0
2017-01-22 18:00,0.501,0.022,0,0
2017-01-22 19:00,0.596,0.022,0,0
2017-01-22 20:00,0.645,0.021,0,0
2017-01-22 21:00,0.661,0.021,0,0
2017-01-22 22:00,0.583,0.017,0,0
2017-01-22 23:00,0.479,0.000,1,0
2017-01-23 00:00,0.357,0.000,1,0
2017-01-23 01:00,0.254,0.018,0,0
2017-01-23 02:00,0.194,0.016,0,0
2017-01-23 03:00,0.178,0.017,0,0
2017-01-23 04:00,0.232,0.017,0,0
2017-01-23 05:00,0.348,0.021,0,0
2017-01-23 06:00,0.516,0.024,0,0
2017-01-23 07:00,0.677,0.022,0,0
2017-01-23 08:00,0.785,0.025,0,0
2017-01-23 09:00,0.843,0.018,0,0
2017-01-23 10:00,0.801,0.020,0,0
2017-01-23 11:00,0.724,0.021,0,0
2017-01-23 12:00,0.598,0.014,0,0
2017-01-23 13:00,0.447,0.023,0,0
2017-01-23 14:00,0.313,0.022,0,0
2017-01-23 15:00,0.250,0.023,0,0
2017-01-23 16:00,0.222,0.022,0,0
2017-01-23 17:00,0.282,0.021,0,0
2017-01-23 18:00,0.364,0.019,0,0
2017-01-23 19:00,0.507,0.019,0,0
2017-01-23 20:00,0.617,0.014,0,0
2017-01-23 21:00,0.685,0.015,0,0
2017-01-23 22:00,0.670,0.015,0,0
2017-01-23 23:00,0.605,0.013,0,0
2017-01-24 00:00,0.488,0.014,0,0
2017-01-24 01:00,0.353,0.014,0,0
2017-01-24 02:00,0.245,0.015,0,0
2017-01-24 03:00,0.183,0.012,0,0
2017-01-24 04:00,0.199,0.012,0,0
2017-01-24 05:00,0.268,0.013,0,0
2017-01-24 06:00,0.419,0.012,0,0
2017-01-24 07:00,0.608,0.015,0,0
2017-01-24 08:00,0.767,0.014,0,0
2017-01-24 09:00,0.898,0.014,0,0
2017-01-24 10:00,0.961,0.012,0,0
2017-01-24 11:00,0.920,0.014,0,0
2017-01-24 12:00,0.797,0.014,0,0
2017-01-24 13:00,0.612,0.027,0,0
2017-01-24 14:00,0.479,0.030,0,0
2017-01-24 15:00,0.368,0.025,0,0
2017-01-24 16:00,0.299,0.021,0,0
2017-01-24 17:00,0.281,0.026,0,0
2017-01-24 18:00,0.380,0.020,0,0
2017-01-24 19:00,0.500,0.027,0,0
2017-01-24 20:00,0.644,0.000,0,0
2017-01-24 21:00,0.758,0.027,0,0
2017-01-24 22:00,0.809,0.023,0,0
2017-01-24 23:00,0.816,0.023,0,0
2017-01-25 00:00,0.745,0.047,0,0
2017-01-25 01:00,0.574,0.048,0,0
2017-01-25 02:00,0.442,0.043,0,0
2017-01-25 03:00,0.319,0.027,0,0
2017-01-25 04:00,0.238,0.047,0,0
2017-01-25 05:00,0.276,0.061,0,0
2017-01-25 06:00,0.387,0.092,0,0
2017-01-25 07:00,0.538,0.079,0,0
2017-01-25 08:00,0.705,0.084,0,0
2017-01-25 09:00,0.890,0.108,0,0
2017-01-25 10:00,1.018,0.120,0,0
2017-01-25 11:00,1.062,0.097,0,0
2017-01-25 12:00,0.941,0.142,0,0
2017-01-25 13:00,0.851,0.108,0,0
2017-01-25 14:00,0.708,0.142,0,0
2017-01-25 15:00,0.480,0.151,0,0
2017-01-25 16:00,0.376,0.137,0,0
2017-01-25 17:00,0.268,0.141,0,0
2017-01-25 18:00,0.327,0.173,0,0
2017-01-25 19:00,0.361,0.144,0,0
2017-01-25 20:00,0.527,0.156,0,0
2017-01-25 21:00,0.661,0.164,0,0
2017-01-25 22:00,0.744,0.150,0,0
2017-01-25 23:00,0.770,0.125,0,0
2017-01-26 00:00,0.785,0.173,0,0
2017-01-26 01:00,0.603,0.106,0,0
2017-01-26 02:00,0.414,0.125,0,0
2017-01-26 03:00,0.256,0.120,0,0
2017-01-26 04:00,0.100,0.100,0,0
2017-01-26 05:00,0.035,0.067,0,0
